Year,Ccode,Nation,Christianity,Judaism,Islam_Sunni,Islam_Shia,Islam,Buddhism,Zoroastrian,Hindu,Sikh,Shinto,Bahai,Taoism,Jain,Confucianism,Syncretic,Animist,Non,Other
1990,530,ETH,0.566,0.0002,0,0,0.32,0,0,0.0001,0,0,0.0003,0,0,0,0,0.11,0.0013,0.0022
1995,530,ETH,0.5748,0.0002,0,0,0.34,0,0,0.0001,0,0,0.0003,0,0,0,0,0.08,0.0013,0.0033
2000,530,ETH,0.6099,0.0002,0.3261,0.0033,0.3294,0,0,0.0001,0,0,0.0003,0,0,0,0,0.0583,0.0016,0.0002
2005,530,ETH,0.5773,0.0001,0.3663,0.0065,0.3728,0,0,0.0001,0,0,0.0002,0,0,0,0,0.0479,0.0011,0.0004
2010,530,ETH,0.6156,0.0001,0.3392,0.0052,0.3444,0,0,0.0001,0,0,0.0003,0,0,0,0,0.0377,0.0013,0.0007
1995,531,ERI,0.4855,0,0,0,0.4863,0,0,0.0002,0,0,0.0003,0,0,0,0,0.0065,0.0189,0.0024
2000,531,ERI,0.4707,0,0.5,0,0.5,0,0,0.0002,0,0,0.0003,0,0,0,0,0.0087,0.0169,0.0032
2005,531,ERI,0.45,0,0.53,0,0.53,0,0,0.0002,0,0,0.0003,0,0,0,0,0.007,0.0125,0.0001
2010,531,ERI,0.575,0,0.4012,0,0.4012,0,0,0.0002,0,0,0.0003,0,0,0,0,0.0075,0.0128,0.003
1975,540,ANG,0.8635,0,0,0,0.004,0.0001,0,0,0,0,0.0001,0,0,0,0,0.1275,0.0033,0.0015
1980,540,ANG,0.8908,0,0,0,0.0067,0.0001,0,0,0,0,0.0001,0,0,0,0,0.0974,0.0043,0.0007
1985,540,ANG,0.9103,0,0,0,0.0087,0.0001,0,0,0,0,0.0001,0,0,0,0,0.0748,0.0056,0.0004
1990,540,ANG,0.9289,0,0,0,0.0091,0.0001,0,0,0,0,0.0001,0,0,0,0,0.0512,0.006,0.0046
1995,540,ANG,0.913,0,0,0,0.0105,0.0001,0,0,0,0,0.0001,0,0,0,0,0.0535,0.008,0.0148
2000,540,ANG,0.8417,0,0,0,0.0101,0.0001,0,0,0,0,0.0001,0,0,0,0,0.0757,0.0194,0.0529
2005,540,ANG,0.9044,0,0,0,0.0105,0.0001,0,0,0,0,0.0001,0,0,0,0,0.0662,0.0161,0.0026
2010,540,ANG,0.8912,0,0,0,0.0104,0.0001,0,0,0,0,0.0001,0,0,0,0,0.0759,0.0179,0.0044
1975,541,MZM,0.4174,0,0,0,0.136,0,0,0.0006,0,0,0.0001,0,0,0,0,0.4408,0.0008,0.0043
1980,541,MZM,0.3883,0,0,0,0.15,0,0,0.0004,0,0,0.0001,0,0,0,0,0.46,0.001,0.0001
1985,541,MZM,0.3578,0,0,0,0.15,0,0,0.001,0,0,0.0001,0,0,0,0,0.4851,0.0024,0.0035
1990,541,MZM,0.3805,0,0,0,0.16,0,0,0.0016,0,0,0.0002,0,0,0,0,0.45,0.0039,0.0038
1995,541,MZM,0.4266,0,0,0,0.16,0,0,0.0015,0,0,0.0001,0,0,0,0.0001,0.39,0.004,0.0176
2000,541,MZM,0.3848,0,0.2178,0.0022,0.22,0,0,0.0016,0,0,0.0001,0,0,0,0.0001,0.3743,0.0052,0.0139
2005,541,MZM,0.4504,0,0.2148,0.0027,0.2175,0.0001,0,0.0016,0,0,0.0001,0,0,0,0.0002,0.3106,0.007,0.0124
2010,541,MZM,0.4734,0,0.2396,0.004,0.2436,0.0001,0,0.0016,0,0,0.0001,0,0,0,0.0002,0.2678,0.0088,0.0044
1965,551,ZAM,0.6382,0.0002,0,0,0.0032,0,0,0.0019,0,0,0.0023,0,0,0,0.0003,0.3518,0.0021,0
1970,551,ZAM,0.6695,0.0002,0,0,0.0031,0,0,0.0019,0,0,0.0025,0,0,0,0.0003,0.3199,0.0024,0.0001
1975,551,ZAM,0.7088,0.0002,0,0,0.0029,0.0004,0,0.0018,0,0,0.0027,0,0,0,0.0004,0.28,0.0027,0.0002
1980,551,ZAM,0.7185,0.0001,0,0,0.003,0.0003,0,0.0017,0,0,0.0028,0,0,0,0.0004,0.27,0.0028,0.0003
1985,551,ZAM,0.7286,0.0001,0,0,0.0072,0.0003,0,0.0015,0,0,0.0101,0,0,0,0.0004,0.2379,0.0026,0.0112
1990,551,ZAM,0.7532,0.0001,0,0,0.0099,0.0003,0,0.0012,0,0,0.0149,0,0,0,0.0004,0.17,0.0024,0.0475
1995,551,ZAM,0.7932,0.0001,0,0,0.011,0.0003,0,0.0014,0,0,0.0179,0,0,0,0.0006,0.13,0.0022,0.0433
2000,551,ZAM,0.8194,0.0001,0.0063,0.0005,0.0068,0.0003,0,0.0014,0,0,0.0164,0,0,0,0.0006,0.1521,0.0021,0.0008
2005,551,ZAM,0.87,0.0001,0.005,0.0005,0.0055,0.0003,0,0.005,0,0,0.0118,0,0,0,0,0.1049,0.0018,0.0006
2010,551,ZAM,0.87,0.0001,0.005,0.0005,0.0055,0.0003,0,0.005,0,0,0.0111,0,0,0,0,0.1049,0.0018,0.0013
1965,552,ZIM,0.4827,0.001,0,0,0.0096,0,0,0.0007,0,0,0.0018,0,0,0,0,0.493,0.0017,0.0096
1970,552,ZIM,0.5223,0.001,0,0,0.0096,0,0,0.0007,0,0,0.0019,0,0,0,0,0.46,0.0017,0.0028
1975,552,ZIM,0.5558,0.001,0,0,0.0096,0,0,0.0007,0,0,0.0019,0,0,0,0,0.42,0.0018,0.0091
1980,552,ZIM,0.6126,0.001,0,0,0.0099,0,0,0.0007,0,0,0.002,0,0,0,0,0.37,0.0018,0.0018
1985,552,ZIM,0.6502,0.001,0,0,0.009,0.0001,0,0.0011,0,0,0.0026,0,0,0,0,0.32,0.0058,0.0102
1990,552,ZIM,0.699,0.001,0,0,0.0085,0.0001,0,0.0014,0,0,0.0031,0,0,0,0,0.253,0.0091,0.0248
1995,552,ZIM,0.7177,0.0009,0,0,0.0072,0,0,0.0013,0,0,0.0029,0,0,0,0,0.23,0.0096,0.0304
2000,552,ZIM,0.6482,0.0009,0.0071,0.0001,0.0072,0,0,0.0015,0,0,0.0028,0,0,0,0,0.2657,0.015,0.0586
2005,552,ZIM,0.7974,0.0009,0.0057,0.0001,0.0058,0,0,0.0014,0,0,0.0016,0,0,0,0,0.137,0.0204,0.0353
2010,552,ZIM,0.8188,0.0009,0.0105,0.0002,0.0107,0,0,0.0015,0,0,0.0021,0,0,0,0,0.1354,0.0256,0.0049
1965,553,MAW,0.5629,0,0,0,0.1919,0,0,0.0012,0,0,0.0018,0,0,0,0,0.2411,0.0001,0.0009
1970,553,MAW,0.5882,0,0,0,0.1629,0,0,0.0011,0,0,0.0018,0,0,0,0,0.2457,0.0001,0.0001
1975,553,MAW,0.6235,0,0,0,0.1579,0,0,0.0011,0,0,0.0019,0,0,0,0,0.21,0.0001,0.0054
1980,553,MAW,0.6451,0,0,0,0.1494,0,0,0.001,0,0,0.0019,0,0,0,0,0.2,0.0001,0.0024
1985,553,MAW,0.6358,0,0,0,0.2,0,0,0.0015,0,0,0.0019,0,0,0,0,0.15,0.001,0.0096
1990,553,MAW,0.6458,0,0,0,0.2,0,0,0.0019,0,0,0.0019,0,0,0,0,0.1379,0.0016,0.0108
1995,553,MAW,0.6876,0,0,0,0.16,0,0,0.0022,0,0,0.0022,0,0,0,0,0.1147,0.0025,0.0307
2000,553,MAW,0.6307,0,0.1471,0.0074,0.1545,0,0,0.0021,0,0,0.0023,0,0,0,0,0.1327,0.005,0.0725
2005,553,MAW,0.7021,0,0.1418,0.0042,0.146,0,0,0.0023,0.0001,0,0.0024,0,0,0,0,0.1337,0.0061,0.0074
2010,553,MAW,0.7228,0,0.1418,0.0042,0.146,0,0,0.0023,0.0001,0,0.0024,0,0,0,0,0.1199,0.0061,0.0004
1945,560,SAF,0.5679,0.0053,0,0,0.006,0,0,0.0121,0.0001,0,0,0,0,0,0.0001,0.4058,0.0007,0.002
1950,560,SAF,0.6146,0.0057,0,0,0.0077,0,0,0.0146,0.0001,0,0,0,0,0,0.0001,0.3556,0.0015,0.0001
1955,560,SAF,0.6642,0.0064,0,0,0.0103,0,0,0.0186,0.0002,0,0.0003,0,0,0,0.0001,0.2917,0.0036,0.0045
1960,560,SAF,0.7311,0.0068,0,0,0.012,0.0001,0,0.021,0.0002,0,0.0004,0,0,0,0.0001,0.22,0.0051,0.0032
1965,560,SAF,0.7482,0.006,0,0,0.0121,0.0001,0,0.0202,0.0002,0,0.0006,0,0,0,0.0001,0.2057,0.0062,0.0007
1970,560,SAF,0.7635,0.0053,0,0,0.012,0.0001,0,0.0192,0.0002,0,0.0007,0,0,0,0.0001,0.1915,0.0069,0.0006
1975,560,SAF,0.7695,0.0054,0,0,0.0123,0.0001,0,0.0194,0.0002,0,0.0007,0,0,0.0001,0.0001,0.1717,0.0205,0
1980,560,SAF,0.7747,0.0054,0,0,0.0124,0.0001,0,0.0194,0.0002,0,0.0008,0,0,0.0002,0.0001,0.1554,0.0308,0.0005
1985,560,SAF,0.7728,0.0039,0,0,0.0106,0.0013,0,0.0171,0.0002,0,0.0005,0,0,0.0003,0.0003,0.153,0.0384,0.0015
1990,560,SAF,0.7787,0.0031,0,0,0.0118,0.0018,0,0.0179,0.0002,0,0.0003,0,0,0.0003,0.0004,0.1447,0.0393,0.0015
1995,560,SAF,0.8567,0.0022,0.0109,0.001,0.0119,0.0006,0,0.0022,0,0,0,0,0,0,0,0.045,0.0788,0.0026
2000,560,SAF,0.7834,0.0019,0.0146,0.0016,0.0162,0.0024,0,0.0139,0.0002,0,0.0002,0,0,0,0.0007,0.1238,0.0458,0.0114
2005,560,SAF,0.8011,0.0017,0.0144,0.0015,0.0158,0.0027,0,0.0138,0.0002,0,0.0003,0,0,0.0002,0.0006,0.1025,0.0533,0.0076
2010,560,SAF,0.8094,0.0016,0.0154,0.0015,0.0169,0.0032,0,0.015,0.0002,0,0.0004,0,0,0.0004,0.0007,0.0796,0.064,0.0086
1990,565,NAM,0.9231,0.0012,0,0,0.0001,0,0,0,0,0,0.0048,0,0,0,0,0.0598,0.0095,0.0015
1995,565,NAM,0.9118,0.0012,0,0,0.002,0,0,0,0,0,0.0048,0,0,0,0,0.064,0.0116,0.0046
2000,565,NAM,0.8525,0,0.0034,0.0001,0.0069,0,0,0,0,0,0.0048,0,0,0,0,0.1073,0.0188,0.0096
2005,565,NAM,0.8652,0,0.0046,0.0004,0.005,0,0,0.0017,0,0,0,0,0,0,0,0.1047,0.0187,0.0047
2010,565,NAM,0.87,0.0011,0.0044,0.0003,0.0048,0,0,0.0016,0,0,0.0012,0,0,0,0,0.1002,0.0193,0.0017
1970,570,LES,0.8149,0,0,0,0.0005,0,0,0.0001,0,0,0.0084,0,0,0,0,0.1754,0.0006,0.0001
1975,570,LES,0.8671,0,0,0,0.0005,0,0,0.0001,0,0,0.0083,0,0,0,0,0.12,0.0006,0.0035
1980,570,LES,0.8898,0,0,0,0.0005,0,0,0,0,0,0.008,0,0,0,0,0.1,0.0005,0.0011
1985,570,LES,0.9067,0,0,0,0.0005,0,0,0.0004,0,0,0.0083,0,0,0,0,0.08,0.0014,0.0027
1990,570,LES,0.9044,0,0,0,0.0005,0,0,0.0006,0,0,0.0081,0,0,0,0,0.0817,0.0019,0.0028
1995,570,LES,0.9001,0,0,0,0.0005,0,0,0.0006,0,0,0.0082,0,0,0,0,0.08,0.002,0.0085
2000,570,LES,0.8857,0,0,0,0.0005,0,0,0.0006,0,0,0.0088,0,0,0,0,0.0952,0.0067,0.0024
2005,570,LES,0.9237,0,0,0,0.0006,0,0,0.0006,0,0,0.0026,0,0,0,0,0.0511,0.0021,0.0193
2010,570,LES,0.9418,0,0,0,0.0008,0,0,0.0006,0,0,0.0004,0,0,0,0,0.0504,0.0028,0.0034
1970,571,BOT,0.3668,0.0001,0,0,0.0003,0,0,0,0,0,0.0049,0,0,0,0,0.6277,0,0.0001
1975,571,BOT,0.4598,0.0002,0,0,0.0003,0,0,0.0005,0.0001,0,0.0053,0,0,0,0,0.53,0.0005,0.0033
1980,571,BOT,0.465,0.0001,0,0,0.0003,0,0,0.0009,0.0001,0,0.0051,0,0,0,0,0.51,0.0008,0.0177
1985,571,BOT,0.5,0.0002,0,0,0.0012,0,0,0.0011,0.0001,0,0.0064,0,0,0,0,0.49,0.001,0
1990,571,BOT,0.5421,0.0002,0,0,0.0018,0,0,0.0012,0.0001,0,0.0072,0,0,0,0,0.44,0.0011,0.0063
1995,571,BOT,0.5739,0.0002,0,0,0.0023,0,0,0.0013,0.0001,0,0.0079,0,0,0,0.0001,0.4,0.0014,0.0128
2000,571,BOT,0.5392,0.0002,0.0237,0.0012,0.025,0.0006,0,0.0014,0.0001,0,0.0012,0,0,0,0.0012,0.4162,0.0094,0.0056
2005,571,BOT,0.6667,0.0002,0.0236,0.0012,0.0249,0.0005,0,0.0014,0.0001,0,0.0015,0,0,0,0.0001,0.2824,0.02,0.0023
2010,571,BOT,0.692,0,0.026,0.0014,0.0274,0.0006,0,0.0014,0.0001,0,0.0019,0,0,0,0.0001,0.2351,0.0249,0.0166
1970,572,SWA,0.6726,0,0,0,0.0007,0,0,0,0,0,0.0157,0,0,0,0,0.311,0,0
1975,572,SWA,0.7306,0,0,0,0.0007,0,0,0.0006,0,0,0.0119,0,0,0,0,0.25,0.0039,0.0023
1980,572,SWA,0.7602,0,0,0,0.0007,0,0,0.0011,0,0,0.0087,0,0,0,0,0.22,0.0068,0.0025
1985,572,SWA,0.7806,0,0,0,0.004,0,0,0.0014,0,0,0.0061,0,0,0,0,0.2,0.0078,0.0001
1990,572,SWA,0.8445,0,0,0,0.0061,0,0,0.0016,0,0,0.0039,0,0,0,0,0.13,0.0098,0.0041
1995,572,SWA,0.8453,0,0,0,0.0059,0,0,0.0014,0,0,0.0039,0,0,0,0,0.13,0.0097,0.0038
2000,572,SWA,0.8544,0,0,0,0.0012,0,0,0.0015,0,0,0.0045,0,0,0,0,0.125,0.0118,0.0016
2005,572,SWA,0.8131,0,0,0,0.0013,0,0,0.0015,0,0,0.0046,0,0,0,0,0.1643,0.012,0.0031
2010,572,SWA,0.7843,0,0,0,0.0066,0,0,0.0015,0,0,0.0045,0,0,0,0,0.1881,0.0118,0.0032
1960,580,MAG,0.4776,0,0,0,0.0158,0.0003,0,0.0001,0,0,0.0006,0,0,0,0.0006,0.5031,0.0005,0.0014
1965,580,MAG,0.4877,0,0,0,0.0164,0.0003,0,0.0002,0,0,0.0006,0,0,0,0.0006,0.4911,0.0006,0.0026
1970,580,MAG,0.5037,0,0,0,0.0171,0.0003,0,0.0002,0,0,0.0006,0,0,0,0.0006,0.4769,0.0006,0
1975,580,MAG,0.4878,0,0,0,0.0178,0.0003,0,0.0002,0,0,0.0006,0,0,0,0.0006,0.4887,0.0007,0.0033
1980,580,MAG,0.4972,0,0,0,0.0175,0.0003,0,0.0003,0,0,0.0006,0,0,0,0.0006,0.4828,0.0007,0
1985,580,MAG,0.5017,0,0,0,0.02,0.0003,0,0.0005,0,0,0.0009,0,0,0,0.0006,0.47,0.0019,0.0041
1990,580,MAG,0.5266,0,0,0,0.0214,0.0003,0,0.0006,0,0,0.0011,0,0,0,0.0006,0.4395,0.0029,0.0071
1995,580,MAG,0.5455,0,0,0,0.0194,0.0002,0,0.0005,0,0,0.0009,0,0,0,0.0005,0.43,0.0029,0.0001
2000,580,MAG,0.6164,0,0.0273,0.0016,0.0289,0,0,0,0,0,0.0007,0,0,0,0,0.3461,0.0047,0.0034
2005,580,MAG,0.585,0,0.0426,0.0024,0.045,0,0,0,0,0,0.0006,0,0,0,0.0005,0.361,0.0053,0.0026
2010,580,MAG,0.5858,0,0.052,0.0027,0.0547,0.0003,0,0.0006,0,0,0.0007,0,0,0,0.0008,0.3508,0.0061,0.0002
1975,581,COM,0.0007,0,0,0,0.98,0,0,0,0,0,0.0012,0,0,0,0,0.007,0.0003,0.0109
1980,581,COM,0.0085,0,0,0,0.98,0,0,0,0,0,0.001,0,0,0,0,0.0064,0.0004,0.0037
1985,581,COM,0.0084,0,0,0,0.98,0,0,0,0,0,0.0009,0,0,0,0,0.006,0.0005,0.0042
1990,581,COM,0.0096,0,0,0,0.98,0,0,0,0,0,0.0008,0,0,0,0,0.0055,0.0008,0.0033
1995,581,COM,0.0069,0,0,0,0.9824,0,0,0,0,0,0.0009,0,0,0,0,0.0068,0.0011,0.002
2000,581,COM,0.0004,0,0,0.9806,0.9806,0,0,0,0,0,0.0009,0,0,0,0,0.0142,0.0022,0.0017
2005,581,COM,0.0008,0,0,0.9806,0.9806,0,0,0,0,0,0.0008,0,0,0,0,0.0147,0.0028,0.0003
2010,581,COM,0.0013,0,0,0.9806,0.9806,0,0,0,0,0,0.0009,0,0,0,0,0.0147,0.0024,0.0002
1970,590,MAS,0.3589,0,0,0,0.1594,0.007,0,0.4624,0,0,0.0079,0,0,0,0.0019,0,0.0024,0.0001
1975,590,MAS,0.3641,0,0,0,0.1631,0.0063,0,0.45,0.0006,0,0.009,0,0,0,0.0017,0.0006,0.0033,0.0013
1980,590,MAS,0.3623,0,0,0,0.1645,0.0056,0,0.45,0.0011,0,0.0098,0,0,0,0.0014,0.0011,0.004,0.0001
1985,590,MAS,0.3387,0,0,0,0.1645,0.004,0,0.45,0.0016,0,0.0135,0,0,0,0.0074,0.0015,0.0146,0.0041
1990,590,MAS,0.3322,0,0,0,0.1653,0.0025,0,0.44,0.0021,0,0.017,0,0,0,0.013,0.002,0.0246,0.0014
1995,590,MAS,0.3174,0,0,0,0.17,0.0025,0,0.44,0.0021,0,0.0178,0,0,0,0.013,0.002,0.0213,0.0139
2000,590,MAS,0.3221,0,0.1463,0.0131,0.1595,0.0035,0,0.4847,0.0022,0,0.0007,0,0,0,0.0108,0.002,0.0131,0.0014
2005,590,MAS,0.3176,0,0.1531,0.0138,0.167,0.0025,0,0.4907,0.0022,0,0.0006,0,0,0,0.0064,0.0017,0.0098,0.0015
2010,590,MAS,0.3252,0,0.1589,0.0143,0.1732,0.0018,0,0.4859,0.0022,0,0.0005,0,0,0,0.0027,0.0009,0.0071,0.0004
1980,591,SEY,0.9759,0,0,0,0.0033,0,0.0004,0.0062,0,0,0.0033,0,0.0005,0,0.0005,0,0.0084,0.0016
1985,591,SEY,0.9705,0,0,0,0.0028,0,0.0003,0.0059,0,0,0.0035,0,0.0004,0,0.0005,0,0.0118,0.0043
1990,591,SEY,0.9707,0,0,0,0.0023,0,0.0003,0.0054,0,0,0.0034,0,0.0004,0,0.0005,0,0.0143,0.0026
1995,591,SEY,0.9677,0,0,0,0.0069,0,0.0002,0.0129,0,0,0.0046,0,0.0004,0,0.0005,0,0.0046,0.0022
2000,591,SEY,0.9392,0,0,0,0.0067,0,0.0002,0.0132,0,0,0.003,0,0,0,0.0019,0.0097,0.02,0.006
2005,591,SEY,0.9243,0,0,0,0.0119,0.002,0.0002,0.0192,0,0,0.0045,0.0004,0,0,0.0009,0.0045,0.0143,0.0177
2010,591,SEY,0.9365,0,0,0,0.0168,0.0038,0.0002,0.0251,0,0,0.006,0.0007,0,0,0,0,0.0097,0.0011
1955,600,MOR,0.06,0.02,0.92,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,600,MOR,0.03,0.0137,0.9522,0,0.9522,0,0,0,0,0,0,0,0,0,0,0,0,0.004
1965,600,MOR,0.0301,0.0136,0.95,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0.0063
1970,600,MOR,0.0162,0.0014,0.9766,0,0.9766,0,0,0,0,0,0,0,0,0,0,0,0,0.0057
1975,600,MOR,0.0116,0.0009,0.9861,0,0.9861,0,0,0,0,0,0,0,0,0,0,0,0,0.0013
1980,600,MOR,0.0078,0.0008,0.99,0,0.99,0,0,0,0,0,0.0002,0,0,0,0,0,0.0003,0.001
1985,600,MOR,0.014,0.0007,0.9808,0,0.9808,0,0,0,0,0,0.0001,0,0,0,0,0,0.0003,0.004
1990,600,MOR,0.0137,0.0006,0.977,0,0.977,0,0,0,0,0,0.0005,0,0,0,0,0,0.0047,0.0036
1995,600,MOR,0.0001,0.0005,0.9893,0,0.9893,0,0,0,0,0,0,0,0,0,0,0,0,0.0102
2000,600,MOR,0.0009,0.0002,0.9876,0.0001,0.9877,0,0,0,0,0,0,0,0,0,0,0,0,0.0112
2005,600,MOR,0.01,0.0002,0.989,0.0001,0.9891,0,0,0,0,0,0,0,0,0,0,0,0,0.0007
2010,600,MOR,0.01,0.0002,0.989,0.0001,0.9891,0,0,0,0,0,0,0,0,0,0,0,0,0.0007
1965,615,ALG,0.0406,0.0021,0.9,0,0.9034,0,0,0,0,0,0,0,0,0,0,0,0,0.0539
1970,615,ALG,0.0079,0,0.9902,0,0.9902,0,0,0,0,0,0,0,0,0,0,0,0,0.0018
1975,615,ALG,0.0058,0,0.9902,0,0.9902,0,0,0,0,0,0,0,0,0,0,0.0003,0.0002,0.0034
1980,615,ALG,0.0042,0,0.99,0,0.99,0,0,0,0,0,0,0,0,0,0,0.0005,0.0004,0.0049
1985,615,ALG,0.0029,0,0.99,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0.0071
1990,615,ALG,0.0051,0,0.965,0,0.965,0,0,0,0,0,0.0001,0,0,0,0,0,0.0288,0.001
1995,615,ALG,0.0003,0,0.9697,0,0.9697,0,0,0,0,0,0,0,0,0,0,0,0,0.03
2000,615,ALG,0.0001,0,0.9796,0,0.9807,0,0,0,0,0,0,0,0,0,0,0,0.006,0.0131
2005,615,ALG,0.008,0,0.99,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0.002
2010,615,ALG,0.008,0,0.99,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0.002
1955,616,TUN,0.0509,0.02,0.89,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0.0391
1960,616,TUN,0.0533,0.0137,0.9311,0,0.9311,0,0,0,0,0,0,0,0,0,0,0,0,0.0019
1965,616,TUN,0.0089,0.0138,0.9719,0,0.9719,0,0,0,0,0,0,0,0,0,0,0,0,0.0054
1970,616,TUN,0.01,0,0.99,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,616,TUN,0.0057,0.0041,0.95,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0401
1980,616,TUN,0.0019,0.007,0.9758,0,0.9758,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.015
1985,616,TUN,0.0099,0.0067,0.9802,0,0.9802,0,0,0,0,0,0,0,0,0,0,0,0,0.0033
1990,616,TUN,0.0094,0.0004,0.9898,0,0.9898,0,0,0,0,0,0.0001,0,0,0,0,0,0,0.0003
1995,616,TUN,0.0057,0.005,0.985,0,0.985,0,0,0,0,0,0,0,0,0,0,0,0,0.0043
2000,616,TUN,0.0025,0.0002,0.98,0.01,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0.0073
2005,616,TUN,0.0025,0.0002,0.98,0.01,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0.0073
2010,616,TUN,0.0035,0.0001,0.98,0.01,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0.0063
1950,620,LIB,0.0351,0,0.9323,0,0.9323,0,0,0,0,0,0,0,0,0,0,0,0,0.0326
1955,620,LIB,0.033,0,0.9525,0,0.9525,0,0,0,0,0,0,0,0,0,0,0,0,0.0145
1960,620,LIB,0.0292,0,0.8623,0,0.8623,0,0,0,0,0,0,0,0,0,0,0,0,0.1085
1965,620,LIB,0.03,0,0.9392,0,0.9392,0,0,0,0,0,0,0,0,0,0,0,0,0.0308
1970,620,LIB,0.03,0,0.9538,0,0.9538,0,0,0,0,0,0,0,0,0,0,0,0,0.0162
1975,620,LIB,0.0309,0,0.9408,0,0.9408,0,0,0,0,0,0,0,0,0,0,0,0,0.0283
1980,620,LIB,0.03,0,0.9439,0,0.9439,0.0001,0,0,0,0,0.0001,0,0,0,0,0,0.0011,0.0248
1985,620,LIB,0.0267,0,0.9696,0,0.9696,0,0,0,0,0,0,0,0,0,0,0,0,0.0037
1990,620,LIB,0.0241,0,0.97,0,0.97,0.0012,0,0.0003,0.0001,0,0,0,0,0,0.0001,0,0.0009,0.0032
1995,620,LIB,0.0191,0,0.9515,0,0.9515,0,0,0,0,0,0,0,0,0,0,0,0,0.0293
2000,620,LIB,0.03,0,0.97,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,620,LIB,0.02,0,0.97,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0.01
2010,620,LIB,0.03,0,0.9695,0,0.9695,0,0,0,0,0,0,0,0,0,0,0,0,0.0005
1960,625,SUD,0.0308,0,0.7165,0,0.7165,0,0,0,0,0,0,0,0,0,0,0.2508,0,0.0019
1965,625,SUD,0.0442,0,0.7028,0,0.7028,0,0,0,0,0,0,0,0,0,0,0.2423,0,0.0107
1970,625,SUD,0.0547,0,0.6962,0,0.6962,0,0,0,0,0,0,0,0,0,0,0.24,0,0.009
1975,625,SUD,0.0506,0,0.7123,0,0.7123,0,0,0,0,0,0,0,0,0,0,0.2127,0,0.0245
1980,625,SUD,0.0878,0,0.73,0,0.73,0,0,0,0,0,0,0,0,0,0,0.18,0,0.0022
1985,625,SUD,0.0784,0,0.7271,0,0.7271,0,0,0,0,0,0,0,0,0,0,0.1929,0,0.0015
1990,625,SUD,0.1605,0,0.6751,0,0.6751,0,0,0,0,0,0.0001,0,0,0,0,0.1272,0.0085,0.0286
1995,625,SUD,0.1677,0,0.7,0,0.7,0,0,0,0,0,0,0,0,0,0,0.1323,0,0
2000,625,SUD,0.1188,0,0.68,0,0.68,0,0,0,0,0,0,0,0,0,0,0.2,0,0.0012
2005,625,SUD,0.0827,0,0.7,0,0.7,0,0,0,0,0,0,0,0,0,0,0.2,0,0.0173
2010,625,SUD,0.0715,0,0.71,0,0.71,0,0,0,0,0,0,0,0,0,0,0.2,0.01,0.0085
1945,630,IRN,0.0074,0.0026,0.06,0.9267,0.9867,0,0.0007,0,0,0,0,0,0,0,0,0,0,0.0026
1950,630,IRN,0.0061,0.0016,0.0279,0.9216,0.9495,0,0.0003,0,0,0,0.0106,0,0,0,0,0,0,0.0318
1955,630,IRN,0.0044,0.002,0.0232,0.96,0.9832,0,0.0008,0,0,0,0,0,0,0,0,0,0,0.0096
1960,630,IRN,0.0054,0.003,0.0466,0.9167,0.9634,0,0,0,0,0,0.0093,0,0,0,0,0,0,0.0189
1965,630,IRN,0.0049,0.0022,0.011,0.3202,0.978,0,0.0004,0,0,0,0.0006,0,0,0,0,0,0,0.0138
1970,630,IRN,0.01,0,0.0523,0.9137,0.9659,0,0,0,0,0,0.0033,0,0,0,0,0,0,0.0207
1975,630,IRN,0.0101,0.003,0,0.986,0.986,0,0.0004,0,0,0,0,0,0,0,0,0,0,0.0005
1980,630,IRN,0.0119,0.0014,0.0509,0.9085,0.9594,0,0.0008,0.0003,0.0001,0,0.0087,0,0,0,0,0,0.0004,0.0172
1985,630,IRN,0.007,0.0005,0.0418,0.9346,0.9765,0,0,0,0,0,0,0,0,0,0,0,0,0.0161
1990,630,IRN,0.0034,0.0003,0.047,0.9272,0.9742,0,0.0092,0.0002,0,0,0.0025,0,0,0,0,0,0.001,0.0092
1995,630,IRN,0.0032,0.0001,0.0549,0.91,0.9649,0,0.0069,0.0001,0,0,0.004,0,0,0,0,0,0.0004,0.0204
2000,630,IRN,0.0016,0.0002,0.08,0.905,0.985,0,0.0066,0,0,0,0.0016,0,0,0,0,0,0.003,0.0022
2005,630,IRN,0.0016,0.0001,0.08,0.91,0.99,0,0.0003,0,0,0,0.0015,0,0,0,0,0,0.0029,0.0036
2010,630,IRN,0.0016,0.0001,0.09,0.9,0.99,0,0,0,0,0,0.0041,0,0,0,0,0,0.0036,0.0007
