Year,Ccode,Nation,Christianity,Judaism,Islam_Sunni,Islam_Shia,Islam,Buddhism,Zoroastrian,Hindu,Sikh,Shinto,Bahai,Taoism,Jain,Confucianism,Syncretic,Animist,Non,Other
1965,816,DRV,0.05,0,0,0,0.0029,0.12,0,0.0003,0,0,0.01,0,0,0,0.04,0.09,0.6847,0.0021
1970,816,DRV,0.0484,0,0,0,0.0026,0.1184,0,0.0004,0,0,0.0095,0,0,0,0.0426,0.0927,0.68,0.0055
1975,816,DRV,0.094,0,0,0,0.0024,0.1316,0,0.0005,0,0,0.0087,0,0,0,0.0359,0.0832,0.6429,0.0008
1980,816,DRV,0.0964,0,0,0,0.0011,0.09,0,0.0003,0,0,0.0041,0,0,0,0.0154,0.038,0.7414,0.0133
1985,816,DRV,0.0827,0,0,0,0.001,0.09,0,0.0003,0,0,0.0041,0,0,0,0.0136,0.0638,0.74,0.0044
1990,816,DRV,0.0707,0,0,0,0.0009,0.09,0,0.0004,0,0,0.0042,0,0,0,0.0121,0.0845,0.72,0.0172
1995,816,DRV,0.08,0,0,0,0.0009,0.09,0,0.0005,0,0,0.0043,0,0,0,0.0108,0.0539,0.7329,0.0267
2000,816,DRV,0.086,0,0.001,0.0001,0.0011,0.5,0,0.0006,0,0,0.0031,0,0,0,0.0099,0.0263,0.372,0.001
2005,816,DRV,0.1003,0,0.001,0.0001,0.0011,0.5,0,0.0006,0,0,0.004,0,0,0,0.0097,0.0457,0.338,0.0007
2010,816,DRV,0.091,0,0.001,0.0001,0.0011,0.49,0,0.0006,0,0,0.0037,0,0,0,0.0093,0.04,0.364,0.0003
1955,817,RVN,0.14,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0.16,0.15,0.03
1960,817,RVN,0.1324,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0.16,0.15,0.0376
1965,817,RVN,0.14,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0.16,0.15,0.03
1970,817,RVN,0.14,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0.16,0.15,0.03
1960,820,MAL,0.0409,0,0,0,0.3894,0.0511,0,0.0578,0.0031,0,0.0026,0,0.0001,0,0.4087,0.0439,0.0018,0.0005
1965,820,MAL,0.0486,0,0,0,0.4291,0.0628,0,0.0723,0.0032,0,0.0035,0,0.0001,0,0.3258,0.0522,0.0022,0.0003
1970,820,MAL,0.0523,0,0,0,0.5,0.0632,0,0.0737,0.0027,0,0.0039,0,0.0001,0,0.2463,0.0507,0.0022,0.0048
1975,820,MAL,0.0627,0,0,0,0.5,0.0648,0,0.0755,0.0023,0,0.0043,0,0.0001,0,0.2383,0.0484,0.0022,0.0012
1980,820,MAL,0.0662,0,0,0,0.503,0.0647,0,0.0753,0.002,0,0.0045,0,0.0001,0,0.23,0.0457,0.0022,0.0065
1985,820,MAL,0.0755,0,0,0,0.5,0.07,0,0.075,0.0018,0,0.0045,0,0.0001,0,0.22,0.0414,0.0033,0.0084
1990,820,MAL,0.08,0,0.5266,0.0594,0.586,0.182,0,0.074,0.0017,0,0.0044,0,0.0001,0,0.026,0.0354,0.0044,0.006
1995,820,MAL,0.0827,0,0.535,0.0604,0.5954,0.182,0,0.0655,0,0,0,0,0.0001,0,0.026,0.0354,0.0044,0.0085
2000,820,MAL,0.085,0,0.535,0.0604,0.5954,0.19,0,0.062,0,0,0,0,0.0001,0,0.026,0.0324,0.0048,0.0044
2005,820,MAL,0.082,0,0.54,0.06,0.6,0.1872,0,0.0596,0,0,0,0,0,0,0.025,0.029,0.0039,0.0134
2010,820,MAL,0.0826,0,0.549,0.061,0.61,0.192,0,0.06,0,0,0,0,0,0,0.0251,0.0274,0.0018,0.0011
1965,830,SIN,0.0749,0.0002,0,0,0.1852,0.1035,0.0001,0.0591,0.0097,0,0.0003,0,0,0,0.4953,0,0.0269,0.0449
1970,830,SIN,0.078,0.0002,0,0,0.1798,0.0964,0.0001,0.0579,0.0096,0,0.0003,0,0,0,0.5419,0,0.0309,0.0049
1975,830,SIN,0.0818,0.0002,0,0,0.1761,0.0905,0.0001,0.0572,0.0096,0.0001,0.0004,0,0,0,0.54,0.0001,0.0357,0.0082
1980,830,SIN,0.0914,0.0002,0,0,0.1809,0.0918,0.0001,0.0609,0.0094,0.0002,0.0004,0,0,0,0.52,0.0001,0.0427,0.0019
1985,830,SIN,0.1067,0.0002,0,0,0.1671,0.1379,0.0001,0.0582,0.0076,0.0002,0.0011,0,0,0,0.47,0.0002,0.04,0.0108
1990,830,SIN,0.1167,0.0002,0,0,0.183,0.15,0.0001,0.0497,0.0046,0.0002,0.0015,0,0,0,0.45,0.0002,0.0414,0.0023
1995,830,SIN,0.1398,0.0002,0,0,0.1667,0.1452,0.0001,0.052,0.0046,0.0002,0.0015,0,0,0,0.44,0.0002,0.0457,0.0038
2000,830,SIN,0.1459,0.0001,0,0,0.149,0.4252,0,0.04,0.0039,0,0.0012,0,0,0,0.0846,0,0.1483,0.0017
2005,830,SIN,0.1662,0.0001,0,0,0.1452,0.3721,0,0.0459,0.0036,0,0.0012,0.0607,0,0,0.0723,0,0.1313,0.0015
2010,830,SIN,0.1821,0.0001,0,0,0.1422,0.3303,0,0.0505,0.0034,0,0.0012,0.1085,0,0,0.0626,0,0.1178,0.0014
1985,835,BRU,0.0904,0,0,0,0.61,0.11,0,0.0077,0,0,0.0029,0,0,0.0174,0.0329,0.1194,0.0069,0.0024
1990,835,BRU,0.1006,0,0,0,0.61,0.098,0,0.0079,0,0,0.003,0,0,0.0178,0.039,0.1134,0.0103,0
1995,835,BRU,0.111,0,0,0,0.6,0.1,0,0.0081,0,0,0.003,0,0,0.018,0.039,0.1069,0.0107,0.0033
2000,835,BRU,0.1,0,0,0,0.67,0.13,0,0,0,0,0,0,0,0,0.039,0.0445,0.0114,0.005
2005,835,BRU,0.1,0.0001,0,0,0.67,0.13,0,0,0,0,0,0,0,0,0.0403,0.0389,0.0114,0.0093
2010,835,BRU,0.03,0.0001,0,0,0.8129,0.07,0,0,0,0,0,0,0,0,0.0364,0.0364,0.0118,0.0024
1950,840,PHI,0.9284,0,0,0,0.0408,0.0011,0,0,0.0002,0,0.0011,0,0,0,0.0022,0.025,0.0013,0
1955,840,PHI,0.9308,0,0,0,0.04,0.0013,0,0,0.0002,0,0.0014,0,0,0,0.0022,0.0222,0.0019,0
1960,840,PHI,0.9315,0,0,0,0.04,0.0014,0,0,0.0002,0,0.0017,0,0,0,0.0021,0.02,0.0024,0.0007
1965,840,PHI,0.9316,0,0,0,0.0424,0.0014,0,0,0.0001,0,0.0018,0,0,0,0.002,0.014,0.0026,0.004
1970,840,PHI,0.938,0,0,0,0.0441,0.0014,0,0,0.0001,0,0.0019,0,0,0,0.002,0.0095,0.0028,0.0001
1975,840,PHI,0.9299,0,0,0,0.0455,0.0013,0,0,0.0002,0,0.0021,0,0,0,0.0016,0.0085,0.003,0.0078
1980,840,PHI,0.9327,0,0,0,0.0457,0.0011,0,0,0.0002,0,0.0024,0,0,0,0.0012,0.0076,0.0032,0.0058
1985,840,PHI,0.9254,0,0,0,0.0483,0.0012,0,0,0.0002,0,0.0026,0,0,0,0.001,0.0146,0.0041,0.0025
1990,840,PHI,0.927,0,0,0,0.046,0.001,0,0,0.0002,0,0.002,0,0,0,0.0008,0.0146,0.0049,0.0034
1995,840,PHI,0.9073,0,0.05,0.003,0.053,0.0012,0,0,0.0002,0,0.0028,0,0,0,0.0006,0.02,0.0069,0.0079
2000,840,PHI,0.9216,0,0.05,0.003,0.053,0.001,0,0,0,0,0.0013,0,0,0,0.0006,0.0157,0.0064,0.0005
2005,840,PHI,0.9091,0,0.05,0.003,0.053,0.0011,0,0,0,0,0,0,0,0,0.0006,0.0235,0.0091,0.0036
2010,840,PHI,0.9174,0,0.05,0.005,0.0555,0.0011,0,0,0,0,0.0017,0,0,0,0.0006,0.0119,0.0093,0.0024
1950,850,INS,0.0458,0,0,0,0.7192,0.008,0,0.0207,0.0001,0,0,0,0,0,0.0067,0.1954,0.0015,0.0026
1955,850,INS,0.0688,0,0,0,0.73,0.0095,0,0.0211,0.0001,0,0,0,0,0,0.0083,0.1538,0.0043,0.0042
1960,850,INS,0.077,0,0,0,0.76,0.0104,0,0.0208,0.0001,0,0.0001,0,0,0,0.0094,0.1115,0.0066,0.0043
1965,850,INS,0.0866,0,0,0,0.787,0.0099,0,0.0204,0,0,0.0001,0,0,0,0.0089,0.077,0.0084,0.0017
1970,850,INS,0.1051,0,0,0,0.8,0.0093,0,0.0196,0,0,0.0001,0,0,0,0.0083,0.0471,0.0097,0.0008
1975,850,INS,0.1157,0,0,0,0.78,0.0099,0,0.0213,0,0,0.0001,0,0,0,0.0078,0.0492,0.0127,0.0033
1990,850,INS,0.1077,0,0.835,0.007,0.842,0.01,0,0.015,0,0,0.0001,0,0,0,0.0067,0.0123,0.0061,0.0001
1995,850,INS,0.1103,0,0.8268,0.0081,0.8359,0.0089,0,0.0177,0,0,0.0001,0,0,0,0.0062,0.0119,0.0066,0.0024
2000,850,INS,0.1124,0,0.82,0.009,0.8309,0.008,0,0.02,0,0,0.0001,0,0,0,0.0058,0.0116,0.0069,0.0044
2005,850,INS,0.1094,0,0.8277,0.0088,0.8385,0.008,0,0.0174,0,0,0.0001,0,0,0,0.0073,0.0119,0.0073,0.0001
2010,850,INS,0.106,0,0.8293,0.0085,0.8399,0.008,0,0.015,0.0001,0,0.0001,0,0,0,0.0086,0.0133,0.0075,0.0015
2005,860,ETM,0.98,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0.0071,0.0038,0.0011
2010,860,ETM,0.98,0,0,0,0.007,0.001,0,0,0,0,0,0,0,0,0,0.0067,0.0039,0.0015
1945,900,AUL,0.9577,0.0034,0,0,0.0022,0.0013,0,0,0.0001,0,0,0,0,0,0.0023,0.0019,0.0289,0.0022
1950,900,AUL,0.9542,0.0043,0,0,0.0022,0.0012,0,0,0.0001,0,0.0001,0,0,0,0.0017,0.0015,0.0343,0.0004
1955,900,AUL,0.9482,0.0053,0,0,0.0021,0.0011,0,0.0001,0.0002,0,0.0003,0,0,0,0.0013,0.0011,0.04,0.0003
1960,900,AUL,0.9486,0.0051,0,0,0.0021,0.0011,0,0.0002,0.0002,0,0.0005,0,0,0,0.0009,0.0008,0.04,0.0004
1965,900,AUL,0.9392,0.005,0,0,0.002,0.001,0,0.0003,0.0002,0,0.0006,0,0,0,0.0006,0.0006,0.05,0.0004
1970,900,AUL,0.9295,0.0049,0,0,0.002,0.0009,0,0.0004,0.0002,0,0.0007,0,0,0,0.0004,0.0004,0.0598,0.0008
1975,900,AUL,0.89,0.01,0,0,0.002,0.0009,0,0.0011,0.0002,0,0.0007,0,0,0.0004,0.0004,0.0003,0.0937,0.0003
1980,900,AUL,0.8665,0.0051,0,0,0.002,0.0008,0,0.0017,0.0001,0,0.0008,0.0001,0,0.0007,0.0003,0.0003,0.1196,0.0018
1985,900,AUL,0.8396,0.005,0,0,0.006,0.0048,0,0.0023,0.0003,0,0.0012,0.0001,0,0.001,0.0009,0.0013,0.1343,0.0031
1990,900,AUL,0.8239,0.0049,0,0,0.0094,0.0082,0.0001,0.0027,0.0005,0,0.0015,0.0002,0,0.0012,0.0014,0.0021,0.1398,0.0044
1995,900,AUL,0.7978,0.0049,0,0,0.0135,0.0139,0.0001,0.0044,0.0008,0,0.0011,0.0002,0,0.0017,0.0023,0.0023,0.1562,0.0009
2000,900,AUL,0.7719,0.0049,0,0,0.0163,0.0191,0.0001,0.0059,0.0012,0,0.0008,0.0002,0,0.0021,0.0032,0.0025,0.1673,0.0044
2005,900,AUL,0.7163,0.0047,0,0,0.017,0.021,0.0001,0.007,0.0016,0,0.0008,0.0002,0,0.002,0.0032,0.0027,0.22,0.0033
2010,900,AUL,0.6145,0.0045,0,0,0.0223,0.0247,0.0001,0.0084,0.0014,0,0.0007,0,0,0.0026,0.0033,0.0028,0.3101,0.0046
1975,910,PNG,0.9701,0.0001,0,0,0,0.0006,0,0,0,0,0.0053,0,0,0,0.001,0.0195,0.0006,0.0028
1980,910,PNG,0.9568,0.0001,0,0,0.0001,0.0008,0,0,0,0,0.006,0,0,0,0.0009,0.025,0.0011,0.0091
1985,910,PNG,0.9541,0.0001,0,0,0.0002,0.0012,0,0,0,0,0.0067,0,0,0,0.0008,0.0316,0.0018,0.0035
1990,910,PNG,0.9501,0.0001,0,0,0.0002,0.0015,0,0,0,0,0.0073,0,0,0,0.0007,0.0368,0.0024,0.0008
1995,910,PNG,0.9552,0.0001,0,0,0.0003,0.0016,0,0,0,0,0.0084,0,0,0,0.0008,0.03,0.0036,0
2000,910,PNG,0.96,0,0,0,0.0008,0.0004,0,0,0,0,0.005,0,0,0,0.0005,0.025,0.0052,0.0031
2005,910,PNG,0.96,0,0,0,0.0008,0.0004,0,0,0,0,0.005,0,0,0,0.0005,0.025,0.0052,0.0031
2010,910,PNG,0.96,0.0001,0,0,0.0003,0.0004,0,0,0,0,0.005,0,0,0,0.0005,0.025,0.0052,0.0035
1945,920,NEW,0.9725,0.002,0,0,0.0001,0.0005,0,0.0004,0.0002,0,0.0001,0,0,0,0.0026,0.0039,0.011,0.0066
1950,920,NEW,0.9746,0.0016,0,0,0.0002,0.0005,0,0.0005,0.0002,0,0.0003,0,0,0,0.0026,0.0038,0.0149,0.0008
1955,920,NEW,0.9688,0.0015,0,0,0.0002,0.0005,0,0.0008,0.0001,0,0.0005,0,0,0,0.0024,0.0035,0.0216,0
1960,920,NEW,0.9547,0.0015,0,0,0.0003,0.0005,0,0.001,0.0001,0,0.0007,0,0,0,0.0025,0.0034,0.0269,0.0085
1965,920,NEW,0.9542,0.0014,0,0,0.0003,0.0005,0,0.0012,0.0001,0,0.0008,0,0,0,0.0025,0.0032,0.031,0.0049
1970,920,NEW,0.9538,0.0014,0,0,0.0004,0.0005,0,0.0014,0.0001,0,0.0009,0,0,0,0.0025,0.0032,0.0352,0.0007
1975,920,NEW,0.932,0.0013,0,0,0.0004,0.0005,0,0.0013,0.0001,0,0.0009,0,0,0,0.0024,0.0026,0.0547,0.0037
1980,920,NEW,0.9112,0.0014,0,0,0.0004,0.0005,0,0.0014,0.0001,0,0.001,0,0,0,0.0026,0.0022,0.0766,0.0026
1985,920,NEW,0.8784,0.0014,0,0,0.0011,0.0043,0,0.0034,0.0001,0,0.0009,0,0,0,0.0023,0.0037,0.104,0.0003
1990,920,NEW,0.8418,0.0014,0,0,0.0017,0.0079,0,0.0053,0.0001,0,0.0009,0,0,0,0.0021,0.0051,0.13,0.0038
1995,920,NEW,0.7618,0.0013,0,0,0.0061,0.0123,0,0.0131,0.0011,0,0.0013,0,0,0,0.0026,0.0071,0.19,0.0033
2000,920,NEW,0.6565,0.0019,0,0,0.0091,0.0108,0,0.0155,0.002,0,0.0017,0,0,0,0.0031,0.0089,0.2676,0.0229
2005,920,NEW,0.5407,0.0011,0,0,0.0112,0.021,0,0.0199,0.0023,0,0.0017,0,0,0,0.0026,0.0072,0.3919,0.0004
2010,920,NEW,0.5407,0.0011,0,0,0.0112,0.021,0,0.0199,0.0023,0,0.0017,0,0,0,0.0026,0.0072,0.3919,0.0004
1985,935,VAN,0.9115,0,0,0,0,0.001,0,0,0,0,0.0307,0,0,0,0,0.0481,0.0034,0.0052
1990,935,VAN,0.9061,0,0,0,0,0.0014,0,0,0,0,0.025,0,0,0,0,0.051,0.0038,0.0126
1995,935,VAN,0.9058,0,0,0,0,0.0017,0,0,0,0,0.0188,0,0,0,0,0.05,0.0039,0.0198
2000,935,VAN,0.87,0,0,0,0,0.002,0,0,0,0,0.0158,0,0,0,0,0.0447,0.0305,0.037
2005,935,VAN,0.82,0,0,0,0,0.002,0,0,0,0,0.05,0,0,0,0,0.0457,0.0342,0.0481
2010,935,VAN,0.85,0,0,0,0,0.002,0,0,0,0,0.05,0,0,0,0,0.0451,0.0331,0.0198
1980,940,SOL,0.9549,0,0,0,0.0007,0.0034,0,0,0,0,0.0035,0,0,0,0,0.0352,0.0018,0.0005
1985,940,SOL,0.94,0,0,0,0.001,0.0033,0,0,0,0,0.0042,0,0,0,0,0.0481,0.002,0.0014
1990,940,SOL,0.95,0,0,0,0.0014,0.0033,0,0,0,0,0.0045,0,0,0,0,0.0375,0.0021,0.0013
1995,940,SOL,0.9492,0,0,0,0.0019,0.0032,0,0,0,0,0.0055,0,0,0,0,0.037,0.0025,0.0007
2000,940,SOL,0.92,0,0,0,0.0023,0.0034,0,0,0,0,0.0056,0,0,0,0,0.05,0.0027,0.016
2005,940,SOL,0.9128,0,0,0,0.0022,0.0034,0,0,0,0,0.0056,0,0,0,0,0.0496,0.0027,0.0237
2010,940,SOL,0.9,0,0,0,0.0032,0.0033,0,0,0,0,0.006,0,0,0,0,0.05,0.0032,0.0344
2000,946,KIR,0.97,0,0,0,0,0.0001,0,0,0,0,0.0248,0,0,0,0,0,0.005,0.0002
2005,946,KIR,0.96,0,0,0,0,0.0003,0,0,0,0,0.02,0,0,0,0,0,0.0076,0.0121
2010,946,KIR,0.96,0,0,0,0,0.0001,0,0,0,0,0.02,0,0,0,0,0,0.01,0.0099
2000,947,TUV,0.95,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.0182,0.0018
2005,947,TUV,0.97,0,0,0,0.001,0,0,0,0,0,0.01,0,0,0,0,0,0.015,0.004
2010,947,TUV,0.9699,0,0,0,0.001,0,0,0,0,0,0.0151,0,0,0,0,0,0.007,0.0071
1970,950,FIJ,0.5049,0,0,0,0.0777,0,0,0.4015,0.0061,0,0.0019,0,0.0019,0,0.0004,0.0002,0.0049,0.0005
1975,950,FIJ,0.5074,0,0,0,0.0789,0,0,0.3989,0.0062,0,0.0025,0,0,0,0.0004,0,0.0056,0
1980,950,FIJ,0.4976,0,0,0,0.0779,0,0,0.4085,0.0062,0,0.0028,0,0,0,0.0004,0,0.0065,0.0002
1985,950,FIJ,0.5032,0,0,0,0.0717,0,0,0.4,0.006,0,0.0047,0,0,0,0.0022,0,0.0094,0.0028
1990,950,FIJ,0.5689,0.0001,0,0,0.0692,0,0,0.3324,0.0062,0,0.0066,0,0,0,0.0038,0.0004,0.0123,0.0001
1995,950,FIJ,0.6102,0.0001,0,0,0.06,0,0,0.3,0.0055,0,0.0044,0,0,0,0.0023,0.0004,0.0108,0.0063
2000,950,FIJ,0.5502,0,0,0,0.0665,0,0,0.3233,0.0055,0,0.0027,0,0,0,0,0.0147,0.0129,0.0243
2005,950,FIJ,0.5436,0.0001,0,0,0.07,0,0,0.3,0.0057,0,0.0025,0,0,0,0,0.0182,0.0152,0.0447
2010,950,FIJ,0.64,0,0,0,0.06,0,0,0.28,0.0049,0,0.0026,0,0,0,0,0.0016,0.0105,0.0004
2000,955,TON,0.81,0,0,0,0,0.0012,0,0.001,0,0,0.0335,0,0,0,0,0.0001,0.0034,0.1509
2005,955,TON,0.81,0,0,0,0,0.0011,0,0.0009,0,0,0.0324,0,0,0,0,0.0001,0.0034,0.1522
2010,955,TON,0.9421,0,0,0,0,0.0012,0,0.001,0,0,0.0354,0,0,0,0,0,0.0043,0.0159
2000,970,NAU,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
2005,970,NAU,0.97,0,0,0,0,0.0154,0,0,0,0,0,0.0146,0,0,0,0,0,0
2010,970,NAU,0.9699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301
1995,983,MSI,0.9507,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.01,0.0093,0
2000,983,MSI,0.8969,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0.0094,0.0133,0.0005
2005,983,MSI,0.9509,0,0,0,0,0,0,0,0,0,0.027,0,0,0,0,0.0077,0.0143,0.0001
2010,983,MSI,0.9341,0,0,0,0,0,0,0,0,0,0.0293,0,0,0,0,0.0128,0.022,0.0017
1995,986,PAL,0.7335,0,0,0,0.02,0.01,0,0.0012,0,0,0.01,0,0,0,0.0024,0.2,0.02,0.0029
2000,986,PAL,0.8195,0,0,0,0.0237,0.0085,0,0.0013,0,0,0.0071,0,0,0,0.0025,0.1211,0.0026,0.0138
2005,986,PAL,0.8227,0,0,0,0.0227,0.0068,0,0,0,0,0.0068,0,0,0,0.0025,0.1136,0.0136,0.0111
2010,986,PAL,0.8606,0,0,0,0.022,0.0085,0,0.0013,0,0,0.0047,0,0,0,0.0025,0.0842,0.0153,0.001
1995,987,FSM,0.933,0,0,0,0,0.0052,0,0,0,0,0.0079,0,0,0,0.0037,0.0384,0.0081,0.0036
2000,987,FSM,0.8483,0,0,0,0,0.0052,0,0,0,0,0.0069,0,0,0,0.003,0.0688,0.0257,0.0421
2005,987,FSM,0.8266,0,0,0,0,0.0052,0,0,0,0,0.0069,0,0,0,0.003,0.0688,0.0257,0.0638
2010,987,FSM,0.8651,0,0,0,0,0.0059,0,0,0,0,0.0072,0,0,0,0.003,0.0676,0.0315,0.0197
1980,990,WSM,0.9698,0,0,0,0.0002,0.0001,0,0,0,0,0.0212,0,0,0,0.0001,0,0.0083,0.0004
1985,990,WSM,0.9702,0,0,0,0.0002,0.0001,0,0,0,0,0.0204,0,0,0,0.0001,0,0.0083,0.0007
1990,990,WSM,0.9726,0,0,0,0.0002,0.0001,0,0,0,0,0.0189,0,0,0,0.0001,0,0.0073,0.0008
1995,990,WSM,0.9799,0,0,0,0.0003,0.0001,0,0,0,0,0.0124,0,0,0,0.0001,0,0.0066,0.0007
2000,990,WSM,0.97,0,0,0,0.0003,0.0001,0,0,0,0,0.0055,0,0,0,0.0001,0,0.0083,0.0157
2005,990,WSM,0.97,0,0,0,0.0003,0.0001,0,0,0,0,0.0053,0,0,0,0.0001,0,0.0083,0.0159
2010,990,WSM,0.9538,0,0,0,0.0003,0.0001,0,0,0,0,0.0053,0,0,0,0.0001,0,0.0146,0.0258
,,,1,0.8856,1,0.986,1,0.9669,0.0092,0.8134,0.0221,0.8474,0.08,0.33,0.0051,0.1513,0.8,0.7348,0.79,0.2807
